id,headline,url,author,date
6df2a5c8-10ea-4d66-954c-59f1643382ac,Titmouse’s 5 Second Night animation showcase is back with a vengeance,https://www.theverge.com/2023/3/28/23659883/titmouse-5-second-night-2023,Charles Pulliam-Moore,2023/03/28
9bcfd1c1-3ece-4387-8607-28b05eed2e6f,How much money do we think Substack lost last year?,https://www.theverge.com/2023/3/28/23660473/substack-retail-investors-revenue-profit,Elizabeth Lopatto,2023/03/28
f4898688-6429-46ac-83e5-daa07a0e76f8,Can Mastodon seize the moment from Twitter?,https://www.theverge.com/23658648/mastodon-ceo-twitter-interview-elon-musk-twitter,Nilay Patel,2023/03/28
7102a9fc-4865-4892-8b6f-47e0439eff9c,Scientists erupt at NASA gutting funding for crucial Venus mission,https://www.theverge.com/2023/3/28/23658646/nasa-venus-funding-scientist-reaction-volcano-veritas,Georgina Torbet,2023/03/28
7fdf219c-cf2e-4ca7-8304-ee20a5e5de62,Apple Pay Later is finally launching,https://www.theverge.com/2023/3/28/23660128/apple-pay-later-buy-now-launches,Emma Roth,2023/03/28
